60 115
58 145
57 286
65 292
61 290
59 293
62 278
59 155
61 355
56 153
61 187
50 312
50 165
59 195
61 313
58 275
57 151
63 138
58 099
53 139
46 295
41 296
61 260
42 296
56 309
48 202
51 195
55 006
65 173
46 168
68 106
62 144
68 105
48 346
69 332
66 310
63 321
71 000 
